ico,nazov,obec,okres,kraj,lat,lon,sektor,typ_nazov,odpad_kod,odpad,katalogove_cislo_navrh,pravny_status,sezonnost,uroven_dokazu
42085438,"Materská škola, Antona Prídavka 1, Prešov",Prešov,Prešov,Prešovský,49.000411,21.252273,Gastro a stravovacie zariadenia,Materská škola,skolsky_kuchynsky_odpad,Kuchynský odpad zo školských jedální,20 01 08,odpad,celorocne,D
42085438,"Materská škola, Antona Prídavka 1, Prešov",Prešov,Prešov,Prešovský,49.000411,21.252273,Gastro a stravovacie zariadenia,Materská škola,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
42085438,"Materská škola, Antona Prídavka 1, Prešov",Prešov,Prešov,Prešovský,49.000411,21.252273,Gastro a stravovacie zariadenia,Materská škola,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
42085853,Domov sv. Dominika,Petrovany,Prešov,Prešovský,48.91662,21.261603,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,nemocnicny_kuchynsky_odpad,Kuchynský odpad zo zdravotníckych a sociálnych zariadení,20 01 08,odpad,celorocne,D
42085853,Domov sv. Dominika,Petrovany,Prešov,Prešovský,48.91662,21.261603,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
42085853,Domov sv. Dominika,Petrovany,Prešov,Prešovský,48.91662,21.261603,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
42089824,"Spojená škola internátna, Levočská 24, Stará Ľubovňa",Stará Ľubovňa,Stará Ľubovňa,Prešovský,49.297258,20.687317,Gastro a stravovacie zariadenia,Stredná škola,skolsky_kuchynsky_odpad,Kuchynský odpad zo školských jedální,20 01 08,odpad,celorocne,D
42089824,"Spojená škola internátna, Levočská 24, Stará Ľubovňa",Stará Ľubovňa,Stará Ľubovňa,Prešovský,49.297258,20.687317,Gastro a stravovacie zariadenia,Stredná škola,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
42089824,"Spojená škola internátna, Levočská 24, Stará Ľubovňa",Stará Ľubovňa,Stará Ľubovňa,Prešovský,49.297258,20.687317,Gastro a stravovacie zariadenia,Stredná škola,gastro_fritovaci_olej,Použitý fritovací olej z gastroprevádzok,20 01 25,odpad,celorocne,D
42089824,"Spojená škola internátna, Levočská 24, Stará Ľubovňa",Stará Ľubovňa,Stará Ľubovňa,Prešovský,49.297258,20.687317,Gastro a stravovacie zariadenia,Stredná škola,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
42090598,"Spojená škola Jána Vojtaššáka internátna, Levoča",Levoča,Levoča,Prešovský,49.025112,20.587999,Gastro a stravovacie zariadenia,Stredná škola,skolsky_kuchynsky_odpad,Kuchynský odpad zo školských jedální,20 01 08,odpad,celorocne,D
42090598,"Spojená škola Jána Vojtaššáka internátna, Levoča",Levoča,Levoča,Prešovský,49.025112,20.587999,Gastro a stravovacie zariadenia,Stredná škola,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
42090598,"Spojená škola Jána Vojtaššáka internátna, Levoča",Levoča,Levoča,Prešovský,49.025112,20.587999,Gastro a stravovacie zariadenia,Stredná škola,gastro_fritovaci_olej,Použitý fritovací olej z gastroprevádzok,20 01 25,odpad,celorocne,D
42090598,"Spojená škola Jána Vojtaššáka internátna, Levoča",Levoča,Levoča,Prešovský,49.025112,20.587999,Gastro a stravovacie zariadenia,Stredná škola,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
42092434,"AEVITAS, n. o. - ZARIADENIE PRE SENIOROV",Snina,Snina,Prešovský,48.990062,22.155625,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,nemocnicny_kuchynsky_odpad,Kuchynský odpad zo zdravotníckych a sociálnych zariadení,20 01 08,odpad,celorocne,D
42092434,"AEVITAS, n. o. - ZARIADENIE PRE SENIOROV",Snina,Snina,Prešovský,48.990062,22.155625,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
42092434,"AEVITAS, n. o. - ZARIADENIE PRE SENIOROV",Snina,Snina,Prešovský,48.990062,22.155625,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
42102201,"Materská škola, Richnava 260",Richnava,Gelnica,Košický,48.927875,20.917469,Gastro a stravovacie zariadenia,Materská škola,skolsky_kuchynsky_odpad,Kuchynský odpad zo školských jedální,20 01 08,odpad,celorocne,D
42102201,"Materská škola, Richnava 260",Richnava,Gelnica,Košický,48.927875,20.917469,Gastro a stravovacie zariadenia,Materská škola,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
42102201,"Materská škola, Richnava 260",Richnava,Gelnica,Košický,48.927875,20.917469,Gastro a stravovacie zariadenia,Materská škola,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
42102553,"Súkromná spojená škola EDURAM, Krompachy",Krompachy,Spišská Nová Ves,Košický,48.917127,20.873055,Gastro a stravovacie zariadenia,Stredná škola,skolsky_kuchynsky_odpad,Kuchynský odpad zo školských jedální,20 01 08,odpad,celorocne,D
42102553,"Súkromná spojená škola EDURAM, Krompachy",Krompachy,Spišská Nová Ves,Košický,48.917127,20.873055,Gastro a stravovacie zariadenia,Stredná škola,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
42102553,"Súkromná spojená škola EDURAM, Krompachy",Krompachy,Spišská Nová Ves,Košický,48.917127,20.873055,Gastro a stravovacie zariadenia,Stredná škola,gastro_fritovaci_olej,Použitý fritovací olej z gastroprevádzok,20 01 25,odpad,celorocne,D
42102553,"Súkromná spojená škola EDURAM, Krompachy",Krompachy,Spišská Nová Ves,Košický,48.917127,20.873055,Gastro a stravovacie zariadenia,Stredná škola,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
42109191,"Cirkevná spojená škola, Komenského 6, Spišské Vlachy",Spišské Vlachy,Spišská Nová Ves,Košický,48.947914,20.797352,Gastro a stravovacie zariadenia,Stredná škola,skolsky_kuchynsky_odpad,Kuchynský odpad zo školských jedální,20 01 08,odpad,celorocne,D
42109191,"Cirkevná spojená škola, Komenského 6, Spišské Vlachy",Spišské Vlachy,Spišská Nová Ves,Košický,48.947914,20.797352,Gastro a stravovacie zariadenia,Stredná škola,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
42109191,"Cirkevná spojená škola, Komenského 6, Spišské Vlachy",Spišské Vlachy,Spišská Nová Ves,Košický,48.947914,20.797352,Gastro a stravovacie zariadenia,Stredná škola,gastro_fritovaci_olej,Použitý fritovací olej z gastroprevádzok,20 01 25,odpad,celorocne,D
42109191,"Cirkevná spojená škola, Komenského 6, Spišské Vlachy",Spišské Vlachy,Spišská Nová Ves,Košický,48.947914,20.797352,Gastro a stravovacie zariadenia,Stredná škola,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
42114985,Súkromná stredná odborná škola polytechnická DSA,Nitra,Nitra,Nitriansky,48.31257,18.09061,Gastro a stravovacie zariadenia,Stredná škola,skolsky_kuchynsky_odpad,Kuchynský odpad zo školských jedální,20 01 08,odpad,celorocne,D
42114985,Súkromná stredná odborná škola polytechnická DSA,Nitra,Nitra,Nitriansky,48.31257,18.09061,Gastro a stravovacie zariadenia,Stredná škola,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
42114985,Súkromná stredná odborná škola polytechnická DSA,Nitra,Nitra,Nitriansky,48.31257,18.09061,Gastro a stravovacie zariadenia,Stredná škola,gastro_fritovaci_olej,Použitý fritovací olej z gastroprevádzok,20 01 25,odpad,celorocne,D
42114985,Súkromná stredná odborná škola polytechnická DSA,Nitra,Nitra,Nitriansky,48.31257,18.09061,Gastro a stravovacie zariadenia,Stredná škola,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
42118727,"„MÔJ DOMOV"", Zariadenie sociálnych služieb Topoľčany",Topoľčany,Topoľčany,Nitriansky,48.559116,18.176052,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,nemocnicny_kuchynsky_odpad,Kuchynský odpad zo zdravotníckych a sociálnych zariadení,20 01 08,odpad,celorocne,D
42118727,"„MÔJ DOMOV"", Zariadenie sociálnych služieb Topoľčany",Topoľčany,Topoľčany,Nitriansky,48.559116,18.176052,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
42118727,"„MÔJ DOMOV"", Zariadenie sociálnych služieb Topoľčany",Topoľčany,Topoľčany,Nitriansky,48.559116,18.176052,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
42119383,"„JESEŇ ŽIVOTA"", Zariadenie sociálnych služieb Levice",Levice,Levice,Nitriansky,48.216667,18.6,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,nemocnicny_kuchynsky_odpad,Kuchynský odpad zo zdravotníckych a sociálnych zariadení,20 01 08,odpad,celorocne,D
42119383,"„JESEŇ ŽIVOTA"", Zariadenie sociálnych služieb Levice",Levice,Levice,Nitriansky,48.216667,18.6,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
42119383,"„JESEŇ ŽIVOTA"", Zariadenie sociálnych služieb Levice",Levice,Levice,Nitriansky,48.216667,18.6,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
42119391,"„HARMÓNIA"", Zariadenie sociálnych služieb Horné Štitáre",Horné Štitáre,Topoľčany,Nitriansky,48.526005,18.054942,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,nemocnicny_kuchynsky_odpad,Kuchynský odpad zo zdravotníckych a sociálnych zariadení,20 01 08,odpad,celorocne,D
42119391,"„HARMÓNIA"", Zariadenie sociálnych služieb Horné Štitáre",Horné Štitáre,Topoľčany,Nitriansky,48.526005,18.054942,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
42119391,"„HARMÓNIA"", Zariadenie sociálnych služieb Horné Štitáre",Horné Štitáre,Topoľčany,Nitriansky,48.526005,18.054942,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
42143900,Zariadenie pre seniorov-Domov dôchodcov Bojnice,Bojnice,Prievidza,Trenčiansky,48.78,18.581862,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,nemocnicny_kuchynsky_odpad,Kuchynský odpad zo zdravotníckych a sociálnych zariadení,20 01 08,odpad,celorocne,D
42143900,Zariadenie pre seniorov-Domov dôchodcov Bojnice,Bojnice,Prievidza,Trenčiansky,48.78,18.581862,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
42143900,Zariadenie pre seniorov-Domov dôchodcov Bojnice,Bojnice,Prievidza,Trenčiansky,48.78,18.581862,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
42152411,Súkromné gymnázium FUTURUM,Trenčín,Trenčín,Trenčiansky,48.892358,18.039372,Gastro a stravovacie zariadenia,Stredná škola,skolsky_kuchynsky_odpad,Kuchynský odpad zo školských jedální,20 01 08,odpad,celorocne,D
42152411,Súkromné gymnázium FUTURUM,Trenčín,Trenčín,Trenčiansky,48.892358,18.039372,Gastro a stravovacie zariadenia,Stredná škola,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
42152411,Súkromné gymnázium FUTURUM,Trenčín,Trenčín,Trenčiansky,48.892358,18.039372,Gastro a stravovacie zariadenia,Stredná škola,gastro_fritovaci_olej,Použitý fritovací olej z gastroprevádzok,20 01 25,odpad,celorocne,D
42152411,Súkromné gymnázium FUTURUM,Trenčín,Trenčín,Trenčiansky,48.892358,18.039372,Gastro a stravovacie zariadenia,Stredná škola,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
42176182,"Spojená škola sv. Františka z Assisi, Karloveská 32, Bratislava",Bratislava - mestská časť Karlova Ves,Bratislava IV,Bratislavský,48.160464,17.047532,Gastro a stravovacie zariadenia,Stredná škola,skolsky_kuchynsky_odpad,Kuchynský odpad zo školských jedální,20 01 08,odpad,celorocne,D
42176182,"Spojená škola sv. Františka z Assisi, Karloveská 32, Bratislava",Bratislava - mestská časť Karlova Ves,Bratislava IV,Bratislavský,48.160464,17.047532,Gastro a stravovacie zariadenia,Stredná škola,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
42176182,"Spojená škola sv. Františka z Assisi, Karloveská 32, Bratislava",Bratislava - mestská časť Karlova Ves,Bratislava IV,Bratislavský,48.160464,17.047532,Gastro a stravovacie zariadenia,Stredná škola,gastro_fritovaci_olej,Použitý fritovací olej z gastroprevádzok,20 01 25,odpad,celorocne,D
42176182,"Spojená škola sv. Františka z Assisi, Karloveská 32, Bratislava",Bratislava - mestská časť Karlova Ves,Bratislava IV,Bratislavský,48.160464,17.047532,Gastro a stravovacie zariadenia,Stredná škola,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
42187184,"Materská škola, 29. augusta 64, Hronec",Hronec,Brezno,Banskobystrický,48.80232,19.575561,Gastro a stravovacie zariadenia,Materská škola,skolsky_kuchynsky_odpad,Kuchynský odpad zo školských jedální,20 01 08,odpad,celorocne,D
42187184,"Materská škola, 29. augusta 64, Hronec",Hronec,Brezno,Banskobystrický,48.80232,19.575561,Gastro a stravovacie zariadenia,Materská škola,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
42187184,"Materská škola, 29. augusta 64, Hronec",Hronec,Brezno,Banskobystrický,48.80232,19.575561,Gastro a stravovacie zariadenia,Materská škola,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
42193222,Centrum sociálnych služieb KA,Krupina,Krupina,Banskobystrický,48.352728,19.069182,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,nemocnicny_kuchynsky_odpad,Kuchynský odpad zo zdravotníckych a sociálnych zariadení,20 01 08,odpad,celorocne,D
42193222,Centrum sociálnych služieb KA,Krupina,Krupina,Banskobystrický,48.352728,19.069182,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
42193222,Centrum sociálnych služieb KA,Krupina,Krupina,Banskobystrický,48.352728,19.069182,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
42213738,"Materská škola, Klokočov 976",Klokočov,Čadca,Žilinský,49.446206,18.567083,Gastro a stravovacie zariadenia,Materská škola,skolsky_kuchynsky_odpad,Kuchynský odpad zo školských jedální,20 01 08,odpad,celorocne,D
42213738,"Materská škola, Klokočov 976",Klokočov,Čadca,Žilinský,49.446206,18.567083,Gastro a stravovacie zariadenia,Materská škola,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
42213738,"Materská škola, Klokočov 976",Klokočov,Čadca,Žilinský,49.446206,18.567083,Gastro a stravovacie zariadenia,Materská škola,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
42219973,"Jesienka, zariadenie pre seniorov a denný stacionár",Bytča,Bytča,Žilinský,49.219738,18.562215,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,nemocnicny_kuchynsky_odpad,Kuchynský odpad zo zdravotníckych a sociálnych zariadení,20 01 08,odpad,celorocne,D
42219973,"Jesienka, zariadenie pre seniorov a denný stacionár",Bytča,Bytča,Žilinský,49.219738,18.562215,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
42219973,"Jesienka, zariadenie pre seniorov a denný stacionár",Bytča,Bytča,Žilinský,49.219738,18.562215,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
42224055,"Evanjelická spojená škola, M. R. Štefánika 19, Martin",Martin,Martin,Žilinský,49.07226,18.929174,Gastro a stravovacie zariadenia,Stredná škola,skolsky_kuchynsky_odpad,Kuchynský odpad zo školských jedální,20 01 08,odpad,celorocne,D
42224055,"Evanjelická spojená škola, M. R. Štefánika 19, Martin",Martin,Martin,Žilinský,49.07226,18.929174,Gastro a stravovacie zariadenia,Stredná škola,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
42224055,"Evanjelická spojená škola, M. R. Štefánika 19, Martin",Martin,Martin,Žilinský,49.07226,18.929174,Gastro a stravovacie zariadenia,Stredná škola,gastro_fritovaci_olej,Použitý fritovací olej z gastroprevádzok,20 01 25,odpad,celorocne,D
42224055,"Evanjelická spojená škola, M. R. Štefánika 19, Martin",Martin,Martin,Žilinský,49.07226,18.929174,Gastro a stravovacie zariadenia,Stredná škola,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
42228409,"Materská škola, Čsl. letcov 2, Ľubotice",Ľubotice,Prešov,Prešovský,49.011264,21.276481,Gastro a stravovacie zariadenia,Materská škola,skolsky_kuchynsky_odpad,Kuchynský odpad zo školských jedální,20 01 08,odpad,celorocne,D
42228409,"Materská škola, Čsl. letcov 2, Ľubotice",Ľubotice,Prešov,Prešovský,49.011264,21.276481,Gastro a stravovacie zariadenia,Materská škola,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
42228409,"Materská škola, Čsl. letcov 2, Ľubotice",Ľubotice,Prešov,Prešovský,49.011264,21.276481,Gastro a stravovacie zariadenia,Materská škola,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
42228760,"Súkromná školská jedáleň, Volgogradská 3, Prešov",Prešov,Prešov,Prešovský,49.000411,21.252273,Gastro a stravovacie zariadenia,Školská jedáleň,skolsky_kuchynsky_odpad,Kuchynský odpad zo školských jedální,20 01 08,odpad,celorocne,D
42228760,"Súkromná školská jedáleň, Volgogradská 3, Prešov",Prešov,Prešov,Prešovský,49.000411,21.252273,Gastro a stravovacie zariadenia,Školská jedáleň,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
42228760,"Súkromná školská jedáleň, Volgogradská 3, Prešov",Prešov,Prešov,Prešovský,49.000411,21.252273,Gastro a stravovacie zariadenia,Školská jedáleň,gastro_fritovaci_olej,Použitý fritovací olej z gastroprevádzok,20 01 25,odpad,celorocne,D
42243378,"Spojená škola, J. A. Komenského 5, Rožňava",Rožňava,Rožňava,Košický,48.654392,20.531184,Gastro a stravovacie zariadenia,Stredná škola,skolsky_kuchynsky_odpad,Kuchynský odpad zo školských jedální,20 01 08,odpad,celorocne,D
42243378,"Spojená škola, J. A. Komenského 5, Rožňava",Rožňava,Rožňava,Košický,48.654392,20.531184,Gastro a stravovacie zariadenia,Stredná škola,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
42243378,"Spojená škola, J. A. Komenského 5, Rožňava",Rožňava,Rožňava,Košický,48.654392,20.531184,Gastro a stravovacie zariadenia,Stredná škola,gastro_fritovaci_olej,Použitý fritovací olej z gastroprevádzok,20 01 25,odpad,celorocne,D
42243378,"Spojená škola, J. A. Komenského 5, Rožňava",Rožňava,Rožňava,Košický,48.654392,20.531184,Gastro a stravovacie zariadenia,Stredná škola,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
